ID,CultLand,CropTillageDepth,Residue_length,Block,Harv_method,Residue_perc,Seedlings,Districts,LandPreparationMethods
ID_D4MI9ZKAACLT,40,3,30,7,0,10,13.333333333333334,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_SOEKZ09T3YDK,34,6,25,7,0,10,5.666666666666667,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_HTEKMFOGSTNR,4,5,30,5,0,10,0.8,semi-desert,WetTillagePuddling
ID_QR318153RRW7,10,4,25,0,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_WBRXEVI3OCVV,16,2,28,0,0,10,8.0,semi-desert,WetTillagePuddling FourWheelTracRotavator TractorPlough
ID_9UE156472Q4B,65,6,25,7,0,10,10.833333333333334,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_Z04SN7DZ73LC,25,5,28,4,0,10,5.0,lush,TractorPlough
ID_9XXELS07Q7Z5,20,2,25,7,0,10,10.0,semi-desert,WetTillagePuddling FourWheelTracRotavator TractorPlough
ID_EVI4AELZ4YWH,10,5,30,5,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_Z04OXO45B8XF,12,3,25,4,0,10,4.0,lush,TractorPlough
ID_LRJMH1RZYIYA,30,6,25,7,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_QATEKIR1EPTL,25,3,27,3,0,10,8.333333333333334,lush,WetTillagePuddling TractorPlough BullockPlough
ID_HLRPIJIIMCYE,70,5,30,6,1,40,14.0,semi-desert,WetTillagePuddling
ID_RV2RP6W3W9ZJ,20,5,26,3,0,10,4.0,lush,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_JA61OBECS9T7,50,4,25,6,0,10,12.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_ATW1OXHY48NQ,70,5,23,7,0,10,14.0,semi-desert,WetTillagePuddling TractorPlough
ID_4ZUV3RM12B5B,40,5,25,6,0,10,8.0,semi-desert,TractorPlough
ID_E2H64TRRV1D6,55,4,24,6,0,10,13.75,semi-desert,TractorPlough FourWheelTracRotavator
ID_5R5GLDFONIRT,13,5,28,5,0,10,2.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough
ID_0ZY28VAKXUTG,10,2,26,0,0,10,5.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_XSEPC56SIRQC,73,4,30,3,0,10,18.25,lush,TractorPlough BullockPlough
ID_MV66OIJZS1XB,80,5,24,7,0,10,16.0,semi-desert,WetTillagePuddling TractorPlough
ID_9RRD1DTNE7T0,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_SH0Z14U8VMB0,30,6,22,7,0,10,5.0,semi-desert,TractorPlough
ID_M7NL5U683BOC,10,5,30,2,0,10,2.0,desert,TractorPlough FourWheelTracRotavator
ID_4WFGZS9QR1NJ,24,4,25,8,0,10,6.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_8B3C34MD295O,5,3,30,5,0,10,1.6666666666666667,semi-desert,FourWheelTracRotavator TractorPlough
ID_EJ87O2S2VZZS,13,4,28,3,0,10,3.25,lush,TractorPlough BullockPlough
ID_N6GTCT1FMD1F,20,4,30,0,0,10,5.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_EB3663FJ0LL7,40,4,27,3,0,10,10.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_70E0NXXPWS5B,22,3,28,4,0,10,7.333333333333333,lush,TractorPlough
ID_A8OKLIXAIEJ1,90,4,27,3,0,10,22.5,lush,TractorPlough
ID_O9BL1CM6UE7M,40,4,29,3,0,10,10.0,lush,TractorPlough BullockPlough
ID_NEWGIMPWE78T,15,5,30,5,0,10,3.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_YUHJJ7CYD8GU,15,5,30,5,0,10,3.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_ZHSZV2GZ29O3,10,4,30,5,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_F3S90MEN5RAC,60,5,25,7,0,10,12.0,semi-desert,TractorPlough FourWheelTracRotavator WetTillagePuddling
ID_DSSLBNTPTJ4O,30,7,30,2,0,10,4.285714285714286,desert,TractorPlough FourWheelTracRotavator
ID_RK8YCXPR847J,10,5,25,6,0,10,2.0,semi-desert,WetTillagePuddling
ID_C6LOZ7BFK1BL,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_IV7KF8EFW9PC,60,8,25,2,0,10,7.5,desert,TractorPlough FourWheelTracRotavator
ID_KOZVL4M80M58,30,6,22,7,0,10,5.0,semi-desert,TractorPlough
ID_ZHUYN95UWM1S,5,2,28,0,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_4NX4MQFP207I,15,6,25,7,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_X8AC9J3U8W8G,20,3,28,4,0,10,6.666666666666667,lush,TractorPlough
ID_W1MQA9B5QMGK,30,6,23,7,0,10,5.0,semi-desert,TractorPlough
ID_5WK8GG7LOJV3,15,3,25,4,0,10,5.0,lush,TractorPlough
ID_W5V3Y1L52H0Q,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_6FDEXZEOU10R,40,5,23,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_PJIYQYL32RR8,8,4,25,3,0,10,2.0,lush,TractorPlough
ID_8INXR3SA6L20,170,3,30,7,1,40,56.666666666666664,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_N7QJ9FLTCJLF,28,4,22,4,0,10,7.0,lush,TractorPlough
ID_KHSR4A2OJ8IK,16,4,28,4,0,10,4.0,lush,TractorPlough
ID_E99AP39JKSPA,18,5,24,7,0,10,3.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_0VXKK1KIXNWD,45,3,28,4,0,10,15.0,lush,TractorPlough
ID_8YPBVCICXHWF,15,4,26,6,0,10,3.75,semi-desert,TractorPlough FourWheelTracRotavator
ID_9LKFBU8WO31H,7,6,30,1,0,10,1.1666666666666667,semi-desert,TractorPlough
ID_ZWS8JWPBFWAA,45,6,25,7,0,10,7.5,semi-desert,FourWheelTracRotavator TractorPlough WetTillagePuddling
ID_F677X4AL4PYT,10,5,30,5,0,10,2.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_CJMKE5Z6RWSH,5,6,28,5,0,10,0.8333333333333334,semi-desert,BullockPlough FourWheelTracRotavator TractorPlough WetTillagePuddling
ID_94PSN64PF7UD,12,4,26,3,0,10,3.0,lush,TractorPlough
ID_FQ54JRT2SMK0,20,5,30,2,0,10,4.0,desert,TractorPlough FourWheelTracRotavator
ID_AEGQ47NEDJYZ,40,5,24,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough
ID_U960HH79Y9LG,10,4,29,3,0,10,2.5,lush,TractorPlough
ID_QVVRA912K4G6,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_BIQF2YB74F36,10,4,30,0,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_NWOGYN6EG62S,7,4,25,3,0,10,1.75,lush,TractorPlough
ID_QXEUEKG3FMOZ,10,3,30,5,0,10,3.3333333333333335,semi-desert,TractorPlough FourWheelTracRotavator
ID_9UZZZA9RQ7FL,30,3,25,4,0,10,10.0,lush,TractorPlough
ID_I5OCCJ9Q4QVZ,35,5,26,7,0,10,7.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_907N0L5I6G92,70,4,29,3,0,10,17.5,lush,BullockPlough TractorPlough
ID_Z5DM6T0SOBZC,14,4,28,3,0,10,3.5,lush,TractorPlough
ID_GU7O1I6ZDOS3,10,5,30,5,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_NIPTIU278LSH,10,5,23,0,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_BZLXA6DWLXE3,80,4,28,7,1,40,20.0,semi-desert,TractorPlough
ID_BXOTH7J04UT0,15,6,22,1,0,10,2.5,semi-desert,FourWheelTracRotavator
ID_JI60JX9DKWWP,64,4,20,6,1,40,16.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_LIG4O8WHMUMM,10,4,30,5,0,10,2.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_52ZMSB224QDH,75,5,25,7,0,10,15.0,semi-desert,WetTillagePuddling TractorPlough
ID_1P24JKELO0MR,30,8,30,2,0,10,3.75,desert,TractorPlough FourWheelTracRotavator
ID_7QAMTP6XPF0N,50,4,28,7,1,40,12.5,semi-desert,TractorPlough
ID_I8Y470VLT0I7,12,4,28,3,0,10,3.0,lush,TractorPlough
ID_S7SF2O0QZM5B,100,5,21,7,0,10,20.0,semi-desert,WetTillagePuddling TractorPlough
ID_CB7LNLUDNNL6,10,5,30,5,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_G1HUVHFIHTGT,10,5,27,2,0,10,2.0,desert,FourWheelTracRotavator TractorPlough
ID_6MM14H8R6Q7Q,6,4,30,5,0,10,1.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_9KO2XFH6PNCB,10,4,29,3,0,10,2.5,lush,TractorPlough BullockPlough
ID_YIYULEFKK5KZ,11,4,27,3,0,10,2.75,lush,WetTillagePuddling TractorPlough BullockPlough
ID_EU8RSUN14I1S,10,4,30,5,0,10,2.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_JL9B3HFS4N6L,28,5,25,7,0,10,5.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_CS2LMK55HV99,36,4,23,4,0,10,9.0,lush,TractorPlough
ID_859UT5U70W10,30,5,28,2,0,10,6.0,desert,TractorPlough FourWheelTracRotavator
ID_NI83W4H8MXCM,50,5,25,7,0,10,10.0,semi-desert,WetTillagePuddling TractorPlough
ID_IFS8F0XUU59N,15,5,25,6,0,10,3.0,semi-desert,WetTillagePuddling
ID_36S1V8L8RVMN,8,4,28,3,0,10,2.0,lush,TractorPlough
ID_8HFIC2P205BU,70,4,28,7,1,40,17.5,semi-desert,FourWheelTracRotavator
ID_6J8YELBF3ICK,15,5,30,5,0,10,3.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_PM1W80FS556Q,30,6,22,7,0,10,5.0,semi-desert,TractorPlough
ID_ZRPNGHDMJBNO,32,2,30,7,1,40,16.0,semi-desert,FourWheelTracRotavator TractorPlough
ID_KZJ89WNKPVUS,10,5,25,2,0,10,2.0,desert,TractorPlough FourWheelTracRotavator
ID_BHF2JB07R8UE,50,4,28,3,0,10,12.5,lush,TractorPlough BullockPlough
ID_KRWGSAOSVWXL,10,4,25,0,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_B29CATA3Q5PU,20,3,26,4,0,10,6.666666666666667,lush,TractorPlough
ID_X0ZUPI1V6WJN,32,6,25,7,0,10,5.333333333333333,semi-desert,TractorPlough FourWheelTracRotavator WetTillagePuddling
ID_0VCHV6W12S7P,13,6,28,1,0,10,2.1666666666666665,semi-desert,TractorPlough
ID_CDNNVEOL5VJV,16,4,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_HOW8CNYPW4RL,80,6,28,2,0,10,13.333333333333334,desert,TractorPlough FourWheelTracRotavator
ID_60SRCTO9OPSJ,20,3,25,4,0,10,6.666666666666667,lush,TractorPlough
ID_62Y7878T1R4B,28,4,28,4,0,10,7.0,lush,TractorPlough
ID_V17SWBEQ6ZUG,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_9GL0LC323LYU,95,6,25,7,0,10,15.833333333333334,semi-desert,TractorPlough WetTillagePuddling FourWheelTracRotavator
ID_CBYLVFFRQ22M,26,4,23,8,0,10,6.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_009LPKPHNPAM,25,6,25,1,0,10,4.166666666666667,semi-desert,FourWheelTracRotavator
ID_P403M0K4JD4I,35,6,26,1,0,10,5.833333333333333,semi-desert,TractorPlough
ID_1FMK7JU0XELE,50,5,25,5,0,10,10.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_AV1D80G9DQJU,15,6,30,2,0,10,2.5,desert,TractorPlough FourWheelTracRotavator
ID_MQUH0JPGXX3A,20,4,27,3,0,10,5.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_94MU6VR3UOVG,80,3,29,7,1,40,26.666666666666668,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_J0W608BBHM6N,50,5,23,7,0,10,10.0,semi-desert,WetTillagePuddling TractorPlough
ID_UYIHY3GDKUH4,9,5,25,0,0,10,1.8,semi-desert,FourWheelTracRotavator
ID_6NEVLGSEBTLV,10,4,30,8,0,10,2.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_BUUDFIDT8TN0,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_WWO4ZYPUF35O,35,5,25,6,0,10,7.0,semi-desert,TractorPlough
ID_8O21OL0YKM7D,15,3,28,4,0,10,5.0,lush,BullockPlough
ID_V564C92FK2EU,20,4,30,0,0,10,5.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_5H01EPGKPG9A,9,5,25,5,0,10,1.8,semi-desert,WetTillagePuddling TractorPlough
ID_SNCH1HUHYXHQ,21,4,23,4,0,10,5.25,lush,TractorPlough
ID_Z5UCQT4YYKHQ,25,4,26,3,0,10,6.25,lush,WetTillagePuddling TractorPlough BullockPlough
ID_N889S1Y5TI20,20,8,30,2,0,10,2.5,desert,TractorPlough FourWheelTracRotavator
ID_PZVNZECX80XR,25,4,22,4,0,10,6.25,lush,TractorPlough
ID_132QTAPQIGZ0,16,4,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_ICILUVI616C4,26,4,25,8,0,10,6.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_85YEANHLDXK3,18,4,30,5,0,10,4.5,semi-desert,FourWheelTracRotavator TractorPlough
ID_O69UCVB0QZ1B,50,6,25,7,0,10,8.333333333333334,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_UMIHD3LRJLSU,10,3,28,4,0,10,3.3333333333333335,lush,TractorPlough
ID_82M8PWU6OW2F,20,4,29,3,0,10,5.0,lush,TractorPlough BullockPlough
ID_V9RD7VE9D74T,30,4,28,4,0,10,7.5,lush,TractorPlough
ID_6Z6WNWD66XIA,60,5,25,7,0,10,12.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_5KZ7U88PFKKA,29,4,23,4,0,10,7.25,lush,TractorPlough
ID_6443SJANWJLD,10,5,25,0,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_BG73VSEFHC1D,12,3,28,4,0,10,4.0,lush,TractorPlough
ID_NQXE4Z3G3YTI,10,8,25,2,0,10,1.25,desert,TractorPlough FourWheelTracRotavator
ID_7W8Z7KFB21B8,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_XK4SE59QUFX1,12,4,22,4,0,10,3.0,lush,TractorPlough
ID_IEUXK1UDSH1T,70,5,25,7,0,10,14.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_30M1JC5IXAW3,5,6,30,5,0,10,0.8333333333333334,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_JT0KQ34Q564G,40,5,30,8,0,10,8.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_RMKLO6VKEIF5,16,4,25,6,0,10,4.0,semi-desert,TractorPlough
ID_N7S96SAMAYVU,50,4,25,6,0,10,12.5,semi-desert,TractorPlough
ID_SQFG80DB8V7C,10,5,28,5,0,10,2.0,semi-desert,WetTillagePuddling FourWheelTracRotavator BullockPlough TractorPlough
ID_8APLY8NYS9HE,45,4,25,6,0,10,11.25,semi-desert,TractorPlough FourWheelTracRotavator
ID_O78G80TW13Q9,22,2,27,0,0,10,11.0,semi-desert,WetTillagePuddling
ID_NQDF6W0KSWT2,30,4,25,0,0,10,7.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_PGE5W8HXQXL8,40,5,25,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough
ID_W6SDZMRQV2WS,23,4,26,3,0,10,5.75,lush,WetTillagePuddling TractorPlough BullockPlough
ID_YXSGP39KUGZQ,44,4,21,4,0,10,11.0,lush,TractorPlough
ID_KHDNC41R62H0,28,6,25,7,0,10,4.666666666666667,semi-desert,TractorPlough FourWheelTracRotavator
ID_2XGRE0SF0Q7S,30,4,24,6,0,10,7.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_TFGX73TX014M,12,4,26,3,0,10,3.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_SR81DTTOV0LU,66,4,30,3,0,10,16.5,lush,TractorPlough BullockPlough
ID_SKKEI02DICH6,10,5,25,0,0,10,2.0,semi-desert,FourWheelTracRotavator TractorPlough
ID_2DKED1TCJZQV,40,5,30,8,0,10,8.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_95CEOL2Z4892,20,7,30,2,0,10,2.857142857142857,desert,TractorPlough FourWheelTracRotavator
ID_0D5TUAXPXI19,7,4,30,5,0,10,1.75,semi-desert,TractorPlough FourWheelTracRotavator
ID_16GDFK5NJ1GH,80,5,26,6,0,10,16.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_9IDOP0P4WKEF,8,5,28,5,0,10,1.6,semi-desert,WetTillagePuddling FourWheelTracRotavator BullockPlough TractorPlough
ID_ANSVFRYA4TV5,30,6,23,7,0,10,5.0,semi-desert,TractorPlough
ID_M5W78F73S816,100,4,25,7,1,40,25.0,semi-desert,FourWheelTracRotavator
ID_ENVPH6UEDMB0,20,3,30,5,0,10,6.666666666666667,semi-desert,TractorPlough FourWheelTracRotavator
ID_R9HNW1KCJ3PT,50,5,25,6,1,40,10.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_X33OGQI43261,30,4,21,6,0,10,7.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_PETR4F05O6GM,15,3,28,4,0,10,5.0,lush,TractorPlough
ID_WEV81DYI2HZP,20,4,29,3,0,10,5.0,lush,TractorPlough BullockPlough
ID_P9HLUA29Q3NF,13,6,30,1,0,10,2.1666666666666665,semi-desert,TractorPlough
ID_VZPASI7X5FN1,20,3,25,4,0,10,6.666666666666667,lush,TractorPlough
ID_EONS9UHZ6CBC,35,6,25,7,0,10,5.833333333333333,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_WZA78DQO5DL5,45,5,25,7,0,10,9.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_9CK13GE30Z76,10,3,28,0,0,10,3.3333333333333335,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_9XXDMZSUCQEH,15,6,28,1,0,10,2.5,semi-desert,TractorPlough
ID_1635AF76YBGK,200,3,30,7,1,40,66.66666666666667,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_5PL5ZU4SDSD6,25,2,29,7,0,10,12.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_5FEJG16N6X5Q,20,3,22,6,1,40,6.666666666666667,semi-desert,TractorPlough FourWheelTracRotavator
ID_IM9LDZ3U1WQS,25,3,28,4,0,10,8.333333333333334,lush,TractorPlough
ID_HJG3SJICN1MM,100,6,25,7,0,10,16.666666666666668,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_NBCU52XPPV7C,18,4,21,4,0,10,4.5,lush,TractorPlough
ID_2FC64BGK9KLH,60,5,30,8,0,10,12.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_KAGI6E5LWQOK,30,4,25,6,0,10,7.5,semi-desert,TractorPlough
ID_LCVOP705POHR,2,2,27,0,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough
ID_IA0HY2VJC6QE,9,6,25,7,0,10,1.5,semi-desert,FourWheelTracRotavator TractorPlough WetTillagePuddling
ID_OX9DTF8FDHPW,40,6,25,7,0,10,6.666666666666667,semi-desert,TractorPlough FourWheelTracRotavator
ID_KDB7F7QZ7YMM,62,5,26,7,0,10,12.4,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_DX7FHEN10NLF,15,5,30,5,0,10,3.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_KLBDZQ7WOQWC,30,3,26,3,0,10,10.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_PI5COC33HXGN,32,4,21,4,0,10,8.0,lush,TractorPlough
ID_8M95IDC9GJHW,7,2,28,0,0,10,3.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_RDW6MHIZGBXD,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_SSOOU6OY827U,8,4,26,3,0,10,2.0,lush,TractorPlough
ID_50ZLFHUN1EZW,20,4,30,5,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_TX0PP0ICEJ4L,15,5,30,6,0,10,3.0,semi-desert,WetTillagePuddling
ID_HQCAGKSB8ED3,40,5,25,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_QCINBZGNUFRY,18,3,28,4,0,10,6.0,lush,TractorPlough
ID_GN0UC0END4MQ,140,3,29,7,1,40,46.666666666666664,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_GM3J0GIRTUQH,19,6,22,7,0,10,3.1666666666666665,semi-desert,TractorPlough
ID_KUA1G5T5K08D,20,3,26,4,0,10,6.666666666666667,lush,TractorPlough
ID_CPJL7VABC3DF,10,6,29,1,0,10,1.6666666666666667,semi-desert,TractorPlough
ID_QXAVX0LY7I53,10,3,30,4,0,10,3.3333333333333335,lush,TractorPlough
ID_28NP2V9GCB9P,30,4,26,4,0,10,7.5,lush,TractorPlough
ID_LLO7UOZIDYW1,8,4,25,3,0,10,2.0,lush,TractorPlough
ID_B8CJQ2B2GIFL,41,4,23,4,0,10,10.25,lush,TractorPlough
ID_RPTGXWOEKW05,35,4,25,8,0,10,8.75,desert,WetTillagePuddling FourWheelTracRotavator
ID_780W9U5D2SD1,10,6,25,7,0,10,1.6666666666666667,semi-desert,WetTillagePuddling FourWheelTracRotavator TractorPlough
ID_XZAB3TFY9BM6,45,5,24,7,0,10,9.0,semi-desert,WetTillagePuddling TractorPlough
ID_ZRPD10YVT65U,26,4,26,3,0,10,6.5,lush,WetTillagePuddling TractorPlough BullockPlough
ID_M9FNQNQUME1U,40,7,25,2,0,10,5.714285714285714,desert,TractorPlough FourWheelTracRotavator
ID_7UFEF4HG840H,44,5,30,8,0,10,8.8,desert,WetTillagePuddling FourWheelTracRotavator
ID_QBPPME7LI37D,6,4,29,3,0,10,1.5,lush,TractorPlough
ID_FAIZ0GQPYBXI,10,5,30,5,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_I2Y3R5M0K9W8,15,8,30,2,0,10,1.875,desert,TractorPlough FourWheelTracRotavator
ID_B08ELYGYRNS5,15,6,26,1,0,10,2.5,semi-desert,TractorPlough
ID_7COBZ44JMW6Q,400,3,29,7,1,40,133.33333333333334,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_N9QL2IA5GR95,5,5,26,7,1,40,1.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_NN5MQ2QS7Z1J,41,4,21,4,0,10,10.25,lush,TractorPlough
ID_3NQSR7YTLT0W,20,4,30,8,0,10,5.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_Q4GOZ6YK8O0N,30,5,23,7,0,10,6.0,semi-desert,WetTillagePuddling TractorPlough
ID_D918GT3MN40B,30,6,25,7,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_NZZCJIH1CWBU,20,5,25,0,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_ZI5QLCTCH9MN,40,6,30,2,0,10,6.666666666666667,desert,TractorPlough FourWheelTracRotavator
ID_ASQ1AL8RQTY0,64,6,23,7,0,10,10.666666666666666,semi-desert,TractorPlough FourWheelTracRotavator BullockPlough WetTillagePuddling
ID_QE2I9HY2DWAG,8,5,30,5,0,10,1.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_J4T60Z45M11U,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_Y9HPPH50MKL5,20,5,25,6,1,40,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_WHP392ADIKGA,15,4,30,8,0,10,3.75,desert,WetTillagePuddling FourWheelTracRotavator
ID_Q3FI4FNECPJY,6,4,30,5,0,10,1.5,semi-desert,TractorPlough
ID_75N366O5XBGB,15,5,30,3,0,10,3.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_0OHOTHT4EV5V,25,6,25,7,0,10,4.166666666666667,semi-desert,FourWheelTracRotavator TractorPlough WetTillagePuddling
ID_R2WQZJSR0PPD,10,4,30,5,0,10,2.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_J2VO4IEPW22M,26,4,26,3,0,10,6.5,lush,WetTillagePuddling TractorPlough BullockPlough
ID_RTS49W08SYNF,50,5,25,7,0,10,10.0,semi-desert,WetTillagePuddling TractorPlough
ID_A8YOXS5CHL3B,30,5,25,6,0,10,6.0,semi-desert,TractorPlough
ID_XY3MVTQY5IF8,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_ANWU9EXNZYSQ,20,1,29,2,0,10,20.0,desert,TractorPlough FourWheelTracRotavator
ID_85VF4CEPR8IK,20,2,27,0,0,10,10.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_CTNUVLDJFLC0,20,5,30,5,0,10,4.0,semi-desert,WetTillagePuddling FourWheelTracRotavator TractorPlough BullockPlough
ID_6B6KSZCOFHNP,30,6,22,7,0,10,5.0,semi-desert,TractorPlough
ID_YRNVK4ZVM3EZ,20,4,27,3,0,10,5.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_RD9YRXW25F0J,40,6,24,7,0,10,6.666666666666667,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_X6HKRKM0KGRC,20,5,25,2,0,10,4.0,desert,TractorPlough FourWheelTracRotavator
ID_26R77IE8J5AM,110,5,25,7,0,10,22.0,semi-desert,WetTillagePuddling TractorPlough
ID_SE74XPB22WEX,60,4,25,6,1,40,15.0,semi-desert,TractorPlough
ID_GIDCYHMYBO5C,35,5,26,7,0,10,7.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_BD6I0SU3H8GZ,30,7,22,7,0,10,4.285714285714286,semi-desert,TractorPlough FourWheelTracRotavator
ID_Q47588R13SZ5,40,5,20,8,0,10,8.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_EBPS62XHYPTC,11,4,25,8,0,10,2.75,desert,WetTillagePuddling FourWheelTracRotavator
ID_EBFI97X7ZP2G,5,4,27,3,0,10,1.25,lush,TractorPlough
ID_JK9CMO6JKSIV,40,5,25,7,0,10,8.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_KXL5L3HGGAAK,30,4,25,8,0,10,7.5,desert,WetTillagePuddling FourWheelTracRotavator
